ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice
90,RL,35.0,9400,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,WdShing,Plywood,BrkFace,250.0,TA,TA,CBlock,4,4,4,6,1,945.0,GasA,TA,Y,SBrkr,980,0.0,2.0,2,0,4,0,TA,4,Typ,0,None,None,0,0.0,0.0,0,0,Y,0,0,0,0,0,0,0,10,2006,WD ,127500
160,FV,24.0,2117,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,Gd,TA,PConc,4,3,1,6,1,756.0,GasA,Ex,Y,SBrkr,1573,0.0,0.0,2,1,3,1,Gd,4,Typ,0,None,Detchd,1,2.0,440.0,3,3,Y,0,32,0,0,0,0,0,9,2007,WD ,177000
60,FV,85.0,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,353.0,Gd,TA,PConc,4,3,3,1,1,1158.0,GasA,Ex,Y,SBrkr,2443,0.0,0.0,2,1,4,1,Gd,9,Min2,1,Gd,BuiltIn,2,3.0,744.0,3,3,Y,193,127,0,0,0,0,0,6,2007,WD ,265000
60,FV,106.0,8413,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,5,3,2,6,1,1220.0,GasA,Ex,Y,SBrkr,2362,1.0,0.0,2,1,3,1,Gd,8,Typ,2,TA,Attchd,2,2.0,1105.0,4,3,Y,147,0,36,0,144,0,0,6,2007,WD ,312500
75,RM,75.0,13500,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Ex,Ex,BrkTil,3,3,1,1,1,1237.0,GasA,Gd,Y,SBrkr,2775,0.0,0.0,3,1,3,1,Gd,9,Typ,1,Gd,Detchd,1,2.0,880.0,4,3,Y,105,502,0,0,0,0,0,7,2008,WD ,325000
20,RL,68.0,15676,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,8,1980,1980,Gable,CompShg,VinylSd,VinylSd,BrkFace,115.0,Gd,Gd,CBlock,4,4,4,5,3,2014.0,GasA,Gd,Y,SBrkr,2014,1.0,0.0,2,0,2,1,Gd,6,Maj1,2,Gd,Attchd,2,3.0,864.0,3,3,Y,462,0,0,255,0,0,0,4,2009,WD ,275000
60,RL,82.0,9950,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,4,3,1,6,1,1203.0,GasA,Ex,Y,SBrkr,2520,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,2,3.0,721.0,3,3,Y,224,114,0,0,0,0,0,6,2007,WD ,290000
20,RL,39.0,15410,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,6,6,1974,2002,Hip,CompShg,Plywood,Plywood,BrkCmn,250.0,TA,Gd,CBlock,3,3,4,4,6,1208.0,GasA,Ex,Y,SBrkr,1494,1.0,0.0,2,0,3,1,TA,7,Typ,2,Fa,Attchd,3,2.0,461.0,3,3,Y,296,0,186,0,0,0,0,4,2010,WD ,169000
30,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,3,3,1,2,1,616.0,GasA,Gd,Y,SBrkr,616,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1,1.0,205.0,3,3,Y,0,0,129,0,0,0,0,6,2006,WD ,89000
60,RL,63.0,8402,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,4,3,1,1,1,789.0,GasA,Gd,Y,SBrkr,1465,0.0,0.0,2,1,3,1,TA,7,Typ,1,Gd,Attchd,3,2.0,393.0,3,3,Y,0,75,0,0,0,0,0,5,2010,WD ,180400
20,RL,85.0,10655,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,Gd,TA,PConc,4,3,1,6,0,3206.0,GasA,Ex,Y,SBrkr,1629,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2,3.0,880.0,3,3,Y,0,0,0,0,0,0,0,10,2009,WD ,284000
20,RL,70.0,10150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,3,3,1,3,1,912.0,GasA,Ex,Y,FuseA,912,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,2,1.0,275.0,3,3,Y,0,0,0,0,0,0,0,7,2007,COD,114500
20,RL,84.0,10084,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,4,3,3,6,1,1552.0,GasA,Ex,Y,SBrkr,1552,0.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2,3.0,782.0,3,3,Y,144,20,0,0,0,0,0,7,2006,New,212900
20,RL,67.0,16285,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,1,1,1,1413.0,GasA,Ex,Y,SBrkr,1430,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2,2.0,605.0,3,3,Y,0,33,0,0,0,0,0,6,2009,WD ,187100
160,FV,34.0,3230,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,4,3,1,6,1,729.0,GasA,Gd,Y,SBrkr,1458,0.0,0.0,2,1,2,1,TA,5,Typ,1,Fa,Detchd,1,2.0,440.0,3,3,Y,0,32,0,0,0,0,0,6,2007,WD ,176000
20,RL,68.0,21579,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1968,1968,Hip,CompShg,HdBoard,BrkFace,None,0.0,TA,TA,PConc,4,3,1,4,1,1488.0,GasA,Ex,Y,SBrkr,1488,0.0,1.0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,2,2.0,552.0,3,3,Y,0,0,216,0,0,0,0,9,2007,CWD,215000
60,RL,64.0,8320,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,1,6,1,770.0,GasA,Ex,Y,SBrkr,1582,0.0,0.0,2,1,3,1,Gd,6,Typ,0,None,Attchd,2,2.0,520.0,3,3,Y,0,45,0,0,0,0,0,9,2008,WD ,185900
20,RL,60.0,6960,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,3,3,1,5,4,864.0,GasA,TA,Y,SBrkr,864,0.0,0.0,1,0,3,1,Gd,5,Typ,0,None,Detchd,1,2.0,660.0,3,3,Y,96,0,0,0,0,0,500,11,2009,WD ,120500
60,RL,60.0,21930,Pave,IR3,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,4,3,1,1,732.0,GasA,Ex,Y,SBrkr,1838,0.0,0.0,2,1,4,1,TA,7,Typ,1,Gd,BuiltIn,3,2.0,372.0,3,3,Y,100,40,0,0,0,0,0,7,2006,WD ,192140
20,RL,60.0,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,3,3,1,5,1,816.0,GasA,Ex,Y,SBrkr,816,0.0,1.0,1,0,3,1,Gd,5,Typ,1,Ex,Attchd,1,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,10,2008,WD ,130500
50,RL,50.0,8405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,Slab,0,0,0,0,0,0.0,Wall,TA,N,FuseF,1529,0.0,0.0,2,0,4,1,TA,9,Mod,0,None,Detchd,1,1.0,240.0,3,3,N,92,0,185,0,0,0,0,4,2009,WD ,98000
20,RL,91.0,11778,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,Gd,TA,PConc,4,3,4,6,1,2271.0,GasA,Ex,Y,SBrkr,2276,1.0,0.0,2,0,3,1,Ex,7,Typ,2,Gd,Attchd,2,3.0,1348.0,4,3,Y,0,0,70,0,255,0,0,6,2008,WD ,475000
30,RM,60.0,8967,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,2,1,1,1,1,961.0,GasA,Gd,Y,Mix,1077,0.0,0.0,1,0,2,1,TA,6,Maj2,0,None,Detchd,1,1.0,338.0,1,1,N,0,0,0,0,0,0,0,11,2007,WD ,67000
60,RL,86.0,10562,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,5,3,1,6,1,1582.0,GasA,Ex,Y,SBrkr,2161,1.0,0.0,1,1,3,1,Ex,8,Typ,1,Gd,Attchd,3,3.0,789.0,3,3,Y,178,120,0,0,0,0,0,11,2007,New,325624
20,RL,44.0,12864,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,1,6,1,1409.0,GasA,Ex,Y,SBrkr,1409,1.0,0.0,1,1,1,1,Gd,4,Typ,1,Gd,Attchd,2,2.0,576.0,3,3,Y,0,144,0,0,145,0,0,7,2007,WD ,245000
20,RL,66.0,13695,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,3,3,1,6,1,1114.0,GasA,Ex,Y,SBrkr,1114,1.0,0.0,1,1,3,1,Gd,6,Typ,0,None,Detchd,1,2.0,576.0,3,3,Y,0,102,0,0,0,0,0,6,2008,WD ,159000
20,RL,79.0,10289,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,TA,TA,CBlock,3,3,1,5,1,1073.0,GasA,TA,Y,SBrkr,1073,1.0,0.0,1,1,3,1,TA,6,Typ,0,None,Attchd,2,2.0,515.0,3,3,Y,0,0,0,0,0,0,0,6,2007,WD ,156000
20,RL,105.0,15431,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,5,3,4,6,5,3094.0,GasA,Ex,Y,SBrkr,2402,1.0,0.0,2,0,2,1,Ex,10,Typ,2,Gd,Attchd,3,3.0,672.0,3,3,Y,0,72,0,0,170,0,0,4,2009,WD ,555000
20,RL,68.0,11120,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,4,3,1,4,1,1232.0,GasA,TA,Y,SBrkr,1232,0.0,0.0,2,0,3,1,TA,6,Typ,0,None,Attchd,1,2.0,516.0,3,3,Y,0,0,0,0,0,0,0,6,2008,WD ,162500
90,RL,73.0,9069,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,SFoyer,6,8,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,4,3,3,2,6,1344.0,GasA,Gd,Y,SBrkr,1440,2.0,0.0,2,0,2,2,Gd,8,Typ,0,None,Attchd,1,4.0,920.0,3,3,Y,288,0,0,0,0,0,0,4,2006,WD ,224500
20,RL,68.0,47280,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,1950,1950,Hip,CompShg,AsbShng,AsbShng,BrkFace,44.0,TA,TA,CBlock,3,3,1,1,1,1488.0,GasA,Gd,Y,SBrkr,1488,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,2,2.0,738.0,3,3,Y,0,0,180,0,0,0,0,7,2008,WD ,133000
60,RL,63.0,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,1,1,1,783.0,GasA,Ex,Y,SBrkr,1509,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,3,2.0,393.0,3,3,Y,0,75,0,0,0,0,0,7,2006,WD ,180000
20,RL,60.0,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,3,3,1,6,1,845.0,GasA,Gd,Y,SBrkr,845,0.0,0.0,1,0,3,1,Gd,6,Typ,0,None,Attchd,1,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,7,2008,WD ,134500
60,RL,66.0,13682,Pave,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,5,3,4,1,1,1410.0,GasA,Ex,Y,SBrkr,2945,0.0,0.0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,3,3.0,641.0,3,3,Y,192,0,37,0,0,0,0,10,2006,New,438780
80,RL,101.0,9150,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,4,3,4,6,1,1099.0,GasA,Gd,Y,SBrkr,1431,0.0,1.0,1,0,3,1,TA,6,Typ,1,Gd,Basment,2,1.0,296.0,3,3,Y,64,110,0,0,0,0,0,12,2008,WD ,165000
20,RL,65.0,7150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,3,3,1,4,1,892.0,GasA,TA,Y,SBrkr,892,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,2,1.0,288.0,3,3,Y,0,0,0,0,0,0,0,7,2009,WD ,100000
20,RL,68.0,12285,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,TA,TA,CBlock,3,3,1,4,1,1329.0,GasA,Gd,Y,SBrkr,1329,0.0,0.0,1,1,3,1,TA,5,Typ,2,Gd,Attchd,1,2.0,441.0,3,3,Y,0,0,203,0,0,0,0,8,2009,WD ,176000
20,RL,102.0,17920,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,3,3,2,5,3,1763.0,GasA,TA,Y,SBrkr,1779,1.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1,2.0,454.0,3,3,Y,0,418,0,0,312,0,0,7,2006,WD ,170000
120,RL,53.0,3684,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,4,3,1,1,1,1373.0,GasA,Ex,Y,SBrkr,1555,0.0,0.0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,3,3.0,660.0,3,3,Y,143,20,0,0,0,0,0,6,2009,WD ,174000
50,RM,62.0,7006,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,PConc,3,3,1,3,1,768.0,GasA,TA,Y,SBrkr,1236,1.0,0.0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1,1.0,384.0,3,3,Y,0,0,0,0,0,0,0,8,2008,WD ,127000
60,RL,77.0,8390,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,4,3,1,1,1,831.0,GasA,Ex,Y,SBrkr,1651,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,3,2.0,450.0,3,3,Y,0,103,0,0,0,0,0,5,2008,WD ,185900
30,RM,50.0,5784,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,2,3,1,1,1,190.0,GasA,Gd,Y,FuseA,886,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Attchd,1,1.0,273.0,3,3,Y,144,20,80,0,0,0,0,12,2009,WD ,91300
20,RL,70.0,9135,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,4,3,3,6,1,1682.0,GasA,Ex,Y,SBrkr,1700,1.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2,2.0,544.0,3,3,Y,192,23,0,0,0,0,0,5,2006,WD ,200000
50,RL,78.0,10496,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,3,3,2,3,1,1040.0,GasA,Ex,Y,SBrkr,1846,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1,1.0,315.0,3,3,Y,0,0,0,0,0,0,0,1,2007,WD ,143000
50,RL,68.0,13650,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,CBlock,3,3,1,5,4,1052.0,GasA,Ex,Y,SBrkr,1920,1.0,0.0,2,0,4,1,Gd,8,Typ,1,Gd,Attchd,1,2.0,451.0,3,3,Y,0,0,0,0,0,0,0,7,2006,WD ,172500
20,RL,67.0,8308,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,Stone,20.0,TA,Gd,CBlock,3,3,1,4,2,1088.0,GasA,TA,Y,SBrkr,1088,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1,2.0,520.0,3,3,P,0,0,0,0,0,0,0,6,2007,COD,110000
20,RL,68.0,9450,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,160.0,TA,TA,CBlock,3,3,1,4,1,1040.0,GasA,TA,Y,SBrkr,1362,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,2,3.0,768.0,3,3,Y,0,0,84,0,0,0,0,5,2009,WD ,140000
20,RL,78.0,9317,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,1,6,1,1314.0,GasA,Gd,Y,SBrkr,1314,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2,2.0,440.0,3,3,Y,0,22,0,0,0,0,0,3,2007,WD ,176432
20,RL,68.0,7153,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,TA,TA,CBlock,4,3,1,6,1,1278.0,GasA,Gd,Y,SBrkr,1294,1.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2,2.0,496.0,3,3,Y,112,51,0,0,0,0,0,6,2008,WD ,179200
20,RL,68.0,8814,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,4,3,1,6,1,1274.0,GasA,Ex,Y,SBrkr,1274,1.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2,2.0,508.0,3,3,Y,264,98,0,0,0,0,0,1,2007,New,203000
20,RL,83.0,9849,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,4,3,3,1,1,1689.0,GasA,Ex,Y,SBrkr,1689,0.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2,3.0,954.0,3,3,Y,0,56,0,0,0,0,0,6,2007,New,248328
20,RL,79.0,14463,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,BrkFace,406.0,Ex,TA,PConc,5,3,4,6,1,1641.0,GasA,Ex,Y,SBrkr,1641,1.0,0.0,2,0,3,1,Ex,7,Typ,0,None,Attchd,3,3.0,885.0,3,3,Y,0,95,0,0,0,0,0,1,2009,WD ,316500
50,RL,50.0,5190,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,7,5,1948,1950,Gable,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,3,3,1,1,1,570.0,GasA,TA,Y,SBrkr,1079,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Attchd,1,1.0,249.0,3,3,Y,135,0,0,0,0,0,0,1,2008,WD ,125600
20,RM,65.0,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,164.0,TA,TA,CBlock,3,3,1,3,1,984.0,GasA,Gd,Y,SBrkr,984,1.0,0.0,1,0,2,1,Fa,5,Typ,0,None,Detchd,1,1.0,308.0,3,3,N,0,0,0,0,0,0,0,6,2008,WD ,110000
30,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,3,3,1,5,1,960.0,GasA,Gd,Y,FuseA,960,0.0,0.0,1,0,2,1,Fa,5,Typ,0,None,Detchd,1,1.0,308.0,3,3,Y,0,0,168,0,0,0,0,7,2007,WD ,108500
20,C (all),66.0,8712,Grvl,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,3,3,3,1,1,540.0,GasA,TA,N,FuseA,1044,0.0,0.0,1,0,2,1,Fa,4,Typ,0,None,Basment,1,2.0,504.0,3,3,N,0,0,0,0,0,0,54,6,2010,WD ,55993
50,RM,69.0,11851,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,3,3,1,4,1,1027.0,GasA,Ex,Y,SBrkr,1633,0.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1,1.0,240.0,3,3,Y,0,100,126,0,0,0,0,6,2010,WD ,129000
20,RL,54.0,13811,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,4,4,1,6,2,1112.0,GasA,Gd,Y,SBrkr,1137,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1,2.0,551.0,3,3,Y,125,0,0,0,0,0,0,7,2006,WD ,176000
20,RL,83.0,10143,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,295.0,TA,TA,CBlock,3,3,1,3,1,1380.0,GasA,Fa,Y,SBrkr,1380,0.0,0.0,1,1,3,1,TA,6,Typ,0,None,Attchd,1,1.0,364.0,3,3,Y,0,0,0,0,216,0,0,6,2009,WD ,154000
20,RL,93.0,18265,Pave,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,Plywood,HdBoard,BrkFace,228.0,Gd,Gd,CBlock,4,4,3,6,3,1256.0,GasA,Ex,Y,SBrkr,1256,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1,2.0,578.0,3,3,Y,282,0,0,0,0,0,0,3,2008,WD ,180000
